,count,dep,deprel,head,lang,left_dist,right_dist
584,2,NUM,iobj,SCONJ,basque,4,0
585,6,NUM,nummod,VERB,basque,2,7
586,32,VERB,csubj,VERB,basque,53,37
587,38,NOUN,dobj,NOUN,basque,75,20
588,4,VERB,acl,ADV,basque,6,1
589,835,PROPN,nsubj,VERB,basque,2207,477
590,2,ADV,ccomp,SCONJ,basque,2,4
591,1,CONJ,name,PROPN,basque,1,0
592,9,ADV,advmod,DET,basque,11,0
593,1,DET,nsubj,NUM,basque,4,0
594,2,NUM,acl,NUM,basque,0,2
595,9,PART,neg,PUNCT,basque,2,17
596,10,DET,det,PROPN,basque,0,12
597,8,VERB,acl,DET,basque,12,3
598,2,PROPN,name,VERB,basque,2,0
599,4,DET,appos,NOUN,basque,0,9
600,3,NUM,det,DET,basque,3,0
601,9,VERB,cop,PROPN,basque,0,12
602,3,NUM,det,ADJ,basque,3,1
603,1,ADJ,amod,SYM,basque,0,1
604,13,NOUN,vocative,VERB,basque,3,28
605,4,DET,conj,DET,basque,0,8
606,2,SCONJ,advmod,VERB,basque,12,0
607,16,PROPN,dobj,SCONJ,basque,35,0
608,12,NUM,det,NUM,basque,13,0
609,1,SCONJ,ccomp,ADJ,basque,1,0
610,76,NOUN,conj,VERB,basque,0,570
611,1,VERB,nsubj,X,basque,2,0
612,2,ADJ,conj,CONJ,basque,0,5
613,3,ADJ,det,PROPN,basque,0,3
614,4,SCONJ,nsubj,VERB,basque,17,0
615,1,ADV,det,VERB,basque,0,1
616,1,VERB,ccomp,ADV,basque,0,2
617,1,INTJ,conj,VERB,basque,0,3
618,1,PUNCT,punct,X,basque,8,0
619,2,PART,cc,ADJ,basque,1,1
620,128,NOUN,compound,SCONJ,basque,128,0
621,1,DET,xcomp,VERB,basque,1,0
622,1,ADV,conj,ADJ,basque,0,2
623,26,NOUN,det,NOUN,basque,20,15
624,12,VERB,nsubj,NOUN,basque,26,25
625,12,VERB,ccomp,SCONJ,basque,23,9
626,1415,CONJ,cc,VERB,basque,968,4514
627,1,X,advcl,VERB,basque,2,0
628,8,DET,nmod,ADJ,basque,9,0
629,3,VERB,ccomp,ADJ,basque,0,14
630,10,NOUN,advmod,VERB,basque,26,27
631,1,PRON,aux,PRON,basque,0,1
632,3,NUM,nmod,CONJ,basque,0,9
633,2,NOUN,advcl,SCONJ,basque,0,8
634,23,DET,root,ROOT,basque,0,88
635,1,VERB,mark,VERB,basque,0,5
636,2679,NOUN,nmod,VERB,basque,5233,2603
637,1,NOUN,acl,DET,basque,0,6
638,33,NOUN,compound,NOUN,basque,33,0
639,1,NUM,advmod,VERB,basque,3,0
640,107,PROPN,iobj,VERB,basque,158,108
641,1,NUM,advmod,SCONJ,basque,12,0
642,30,PROPN,conj,NOUN,basque,0,184
643,3,DET,iobj,SCONJ,basque,3,0
644,1,ADJ,nmod,AUX,basque,3,0
645,28,X,advmod,VERB,basque,70,20
646,3,VERB,acl,VERB,basque,8,4
647,1,AUX,auxpass,VERB,bulgarian,0,1
648,3,ADV,cc,ADJ,bulgarian,2,7
649,53,INTJ,discourse,VERB,bulgarian,157,0
650,16,DET,iobj,VERB,bulgarian,20,25
651,1254,VERB,advcl,VERB,bulgarian,2742,6122
652,1705,AUX,aux,VERB,bulgarian,1776,115
653,11,PROPN,nmod,ADV,bulgarian,0,26
654,61,PROPN,nsubjpass,VERB,bulgarian,178,8
655,1,INTJ,neg,NUM,bulgarian,1,0
656,1,ADJ,amod,PRON,bulgarian,1,0
657,93,ADV,nsubj,VERB,bulgarian,233,6
658,2,CONJ,mark,VERB,bulgarian,6,0
659,575,ADJ,cop,VERB,bulgarian,156,628
660,1,DET,vocative,VERB,bulgarian,0,4
661,5,PART,discourse,ADJ,bulgarian,0,5
662,2,CONJ,nsubj,VERB,bulgarian,1,3
663,41,ADV,conj,ADV,bulgarian,0,104
664,289,PRON,nmod,VERB,bulgarian,679,174
665,12453,PUNCT,punct,VERB,bulgarian,10184,81902
666,26,ADV,advmod,NUM,bulgarian,32,0
667,16,PUNCT,punct,DET,bulgarian,13,63
668,6,PRON,case,DET,bulgarian,0,6
669,1,DET,conj,DET,bulgarian,0,2
670,26,INTJ,root,ROOT,bulgarian,0,51
671,104,PROPN,dobj,VERB,bulgarian,25,152
672,289,ADJ,conj,ADJ,bulgarian,0,810
673,16,VERB,csubjpass,VERB,bulgarian,24,62
674,3,PROPN,conj,ADJ,bulgarian,0,12
675,2,ADV,iobj,VERB,bulgarian,2,0
676,45,NUM,nsubj,VERB,bulgarian,120,6
677,200,ADP,case,ADJ,bulgarian,215,0
678,61,PRON,cop,VERB,bulgarian,43,46
679,46,PRON,nmod,ADJ,bulgarian,1,92
680,2659,PROPN,nmod,NOUN,bulgarian,6,6137
681,60,ADV,mark,VERB,bulgarian,255,0
682,1,PROPN,discourse,ADJ,bulgarian,0,3
683,49,PUNCT,punct,PART,bulgarian,8,315
684,4,ADV,nmod,NOUN,bulgarian,0,17
685,12,ADJ,root,ROOT,bulgarian,0,22
686,37,CONJ,cc,PRON,bulgarian,30,25
687,4,ADJ,conj,NUM,bulgarian,0,8
688,8,ADP,iobj,VERB,bulgarian,3,10
689,1074,INTJ,neg,VERB,bulgarian,1539,0
690,1,ADP,root,ROOT,bulgarian,0,2
691,2,PART,discourse,PRON,bulgarian,2,1
692,8,NOUN,nmod,PRON,bulgarian,1,20
693,7,PART,discourse,CONJ,bulgarian,6,1
694,5,PRON,discourse,VERB,bulgarian,31,2
695,3031,ADV,advmod,VERB,bulgarian,5627,1588
696,1576,DET,det,NOUN,bulgarian,2036,33
697,2054,ADP,case,PROPN,bulgarian,2411,0
698,1,PRON,expl,DET,bulgarian,0,1
699,1,VERB,conj,PART,bulgarian,0,14
700,2393,VERB,ccomp,VERB,bulgarian,5173,6727
701,1,PRON,iobj,ADV,bulgarian,0,2
702,2,PRON,dobj,ADV,bulgarian,0,2
703,11,ADV,conj,NOUN,bulgarian,0,62
704,6,ADJ,amod,NUM,bulgarian,0,6
705,124,ADP,mwe,ADP,bulgarian,0,195
706,2,CONJ,root,ROOT,bulgarian,0,2
707,1,NUM,discourse,NOUN,bulgarian,0,2
708,639,ADV,advmod,NOUN,bulgarian,943,205
709,2,NOUN,appos,PRON,bulgarian,0,5
710,6,CONJ,cc,ADP,bulgarian,1,6
711,55,PROPN,nmod,ADJ,bulgarian,0,134
712,1,INTJ,neg,ADJ,bulgarian,1,0
713,1,ADJ,amod,DET,bulgarian,1,0
714,4,VERB,mwe,PART,bulgarian,0,8
715,1,VERB,mwe,PRON,bulgarian,0,3
716,4,PART,neg,DET,bulgarian,4,0
717,257,ADV,cop,VERB,bulgarian,138,184
718,195,PUNCT,punct,ADV,bulgarian,103,188
719,2,PRON,conj,NOUN,bulgarian,0,6
720,10,PRON,nmod,ADV,bulgarian,0,20
721,1,ADP,cop,VERB,bulgarian,0,1
722,220,ADV,advmod,ADV,bulgarian,233,1
723,51,CONJ,cc,ADV,bulgarian,11,61
724,13,PROPN,discourse,NOUN,bulgarian,0,55
725,3,NUM,conj,NOUN,bulgarian,0,12
726,3,INTJ,discourse,NOUN,bulgarian,11,0
727,1135,SCONJ,mark,VERB,bulgarian,3599,0
728,924,VERB,acl,NOUN,bulgarian,23,4703
729,476,PUNCT,punct,CONJ,bulgarian,471,8
730,190,PROPN,root,ROOT,bulgarian,0,205
731,13,NUM,iobj,VERB,bulgarian,4,25
732,6,PART,neg,NUM,bulgarian,6,0
733,201,ADJ,dobj,VERB,bulgarian,30,240
734,1,DET,conj,NOUN,bulgarian,0,5
735,1,INTJ,ccomp,VERB,bulgarian,5,0
736,3,VERB,cop,VERB,bulgarian,0,12
737,4,SCONJ,discourse,VERB,bulgarian,9,1
738,385,PART,discourse,VERB,bulgarian,551,194
739,2,SCONJ,cc,VERB,bulgarian,0,13
740,13,PART,mwe,ADV,bulgarian,0,13
741,1087,PROPN,nsubj,VERB,bulgarian,1872,396
742,21,PRON,root,ROOT,bulgarian,0,41
743,1945,PUNCT,punct,PROPN,bulgarian,877,4391
744,1,INTJ,discourse,ADV,bulgarian,0,2
745,1,CONJ,cc,CONJ,bulgarian,0,5
746,38,NUM,conj,NUM,bulgarian,0,144
747,97,ADP,case,NUM,bulgarian,100,0
748,1,INTJ,discourse,PROPN,bulgarian,2,0
749,2,PART,mark,VERB,bulgarian,5,0
750,2,ADJ,conj,VERB,bulgarian,0,6
751,604,NOUN,nsubjpass,VERB,bulgarian,1716,393
752,1,VERB,conj,DET,bulgarian,0,19
753,1794,NOUN,iobj,VERB,bulgarian,470,4331
754,385,ADV,advmod,ADJ,bulgarian,367,39
755,8,PART,discourse,DET,bulgarian,4,7
756,8771,VERB,root,ROOT,bulgarian,0,45568
757,6,DET,cop,VERB,bulgarian,3,10
758,14,PROPN,discourse,VERB,bulgarian,10,120
759,1,CONJ,mwe,PRON,bulgarian,0,1
760,8,PROPN,appos,PROPN,bulgarian,0,20
761,2,PUNCT,punct,SCONJ,bulgarian,2,0
762,38,NOUN,nmod,NUM,bulgarian,0,109
763,1,X,discourse,VERB,bulgarian,4,0
764,1,PRON,conj,PROPN,bulgarian,0,4
765,2,NUM,cop,VERB,bulgarian,1,2
766,46,ADP,case,DET,bulgarian,53,0
767,25,CONJ,cc,NUM,bulgarian,8,48
768,2,ADV,mwe,ADP,bulgarian,0,2
769,4,PRON,dobj,ADJ,bulgarian,0,4
770,2,PROPN,amod,NOUN,bulgarian,2,0
771,10,NUM,nsubjpass,VERB,bulgarian,40,0
772,1,X,mwe,X,bulgarian,0,1
773,1940,PRON,nsubj,VERB,bulgarian,3238,127
774,5,ADP,conj,ADP,bulgarian,0,11
775,2,PART,cc,NOUN,bulgarian,1,2
776,3,NUM,root,ROOT,bulgarian,0,4
777,1110,PROPN,name,PROPN,bulgarian,0,1188
778,1,DET,conj,PRON,bulgarian,0,2
779,207,ADV,dobj,VERB,bulgarian,129,182
780,526,PROPN,nmod,PROPN,bulgarian,0,1403
781,296,PROPN,nmod,VERB,bulgarian,331,854
782,40,ADJ,iobj,VERB,bulgarian,8,84
783,43,NUM,mwe,NUM,bulgarian,0,46
784,35,PRON,expl,ADJ,bulgarian,1,34
785,3,INTJ,neg,PRON,bulgarian,2,1
786,8,CONJ,cc,DET,bulgarian,1,24
787,5,ADJ,conj,DET,bulgarian,0,10
788,2,PRON,discourse,NOUN,bulgarian,9,0
789,1702,CONJ,cc,NOUN,bulgarian,845,3635
790,1,ADJ,amod,PART,bulgarian,2,0
791,11,NOUN,conj,ADV,bulgarian,0,45
792,1,NOUN,mwe,NOUN,bulgarian,0,1
793,351,CONJ,cc,PROPN,bulgarian,60,1208
794,40,PART,discourse,NOUN,bulgarian,33,27
795,3,NOUN,vocative,VERB,bulgarian,5,5
796,7965,NOUN,nmod,NOUN,bulgarian,27,22245
797,84,NOUN,conj,PROPN,bulgarian,0,530
798,3,PUNCT,punct,X,bulgarian,3,5
799,1,VERB,acl,NUM,bulgarian,0,11
800,5,PART,mwe,DET,bulgarian,0,10
801,66,SCONJ,mwe,ADV,bulgarian,0,66
802,2,ADV,conj,VERB,bulgarian,0,20
803,3830,NOUN,dobj,VERB,bulgarian,616,6092
804,1427,NUM,nummod,NOUN,bulgarian,1525,121
805,36,ADV,root,ROOT,bulgarian,0,61
806,5136,NOUN,nsubj,VERB,bulgarian,12326,2538
807,88,DET,nsubj,VERB,bulgarian,350,14
808,1,CONJ,discourse,NOUN,bulgarian,0,2
809,2,PUNCT,punct,ADP,bulgarian,1,2
810,3,PART,advcl,VERB,bulgarian,6,10
811,7,PRON,iobj,ADJ,bulgarian,0,7
812,2,PROPN,vocative,VERB,bulgarian,10,0
813,1537,VERB,conj,VERB,bulgarian,0,11921
814,94,ADJ,nmod,NOUN,bulgarian,6,224
815,11,INTJ,neg,NOUN,bulgarian,24,0
816,13962,ADP,case,NOUN,bulgarian,21397,0
817,18,ADV,advmod,PROPN,bulgarian,25,15
818,38,PUNCT,punct,NUM,bulgarian,10,81
819,2128,PUNCT,punct,NOUN,bulgarian,1413,5167
820,53,ADV,cc,NOUN,bulgarian,20,387
821,4,PART,discourse,PROPN,bulgarian,4,1
822,2,PART,conj,VERB,bulgarian,0,9
823,1858,NOUN,conj,NOUN,bulgarian,0,9231
824,34,PROPN,cop,VERB,bulgarian,5,60
825,19,ADV,mwe,ADV,bulgarian,0,19
826,174,NOUN,nmod,ADV,bulgarian,5,477
827,10,SCONJ,mwe,ADP,bulgarian,0,10
828,972,PRON,dobj,VERB,bulgarian,990,268
829,2,ADV,advmod,INTJ,bulgarian,1,4
830,368,VERB,csubj,VERB,bulgarian,360,1512
831,5,VERB,mwe,DET,bulgarian,0,15
832,139,PRON,nmod,NOUN,bulgarian,17,302
833,5,PRON,conj,PRON,bulgarian,0,19
834,4,INTJ,conj,INTJ,bulgarian,0,10
835,10,DET,det,PROPN,bulgarian,16,0
836,91,VERB,nmod,VERB,bulgarian,199,432
837,5,PRON,case,NUM,bulgarian,0,5
838,1,ADV,conj,ADJ,bulgarian,0,2
839,5,NOUN,conj,VERB,bulgarian,0,41
840,38,NOUN,nmod,DET,bulgarian,1,97
841,7,CONJ,cc,PART,bulgarian,6,12
842,26,INTJ,neg,ADV,bulgarian,26,0
843,1,VERB,conj,ADV,bulgarian,0,3
844,301,NOUN,root,ROOT,bulgarian,0,555
845,3,ADJ,conj,ADV,bulgarian,0,8
846,1,ADV,advmod,CONJ,bulgarian,1,0
847,149,PART,mwe,ADP,bulgarian,0,149
848,1,PROPN,nmod,PRON,bulgarian,0,2
849,36,ADP,nmod,VERB,bulgarian,65,46
850,2,PART,neg,VERB,bulgarian,5,0
851,16,DET,nmod,VERB,bulgarian,35,47
852,97,PRON,nsubjpass,VERB,bulgarian,254,0
853,9,SCONJ,mwe,SCONJ,bulgarian,0,9
854,3,PRON,iobj,NOUN,bulgarian,1,4
855,5,PART,mwe,SCONJ,bulgarian,0,10
856,2745,PRON,expl,VERB,bulgarian,2496,383
857,1,NUM,discourse,VERB,bulgarian,12,0
858,9251,ADJ,amod,NOUN,bulgarian,10897,957
859,2,ADP,mwe,NOUN,bulgarian,0,2
860,492,NOUN,nmod,ADJ,bulgarian,2,1383
861,1,ADV,advmod,PART,bulgarian,0,1
862,1,PROPN,amod,PROPN,bulgarian,1,0
863,41,VERB,acl,PROPN,bulgarian,0,198
864,17,ADP,nmod,NOUN,bulgarian,2,30
865,13,NOUN,conj,PRON,bulgarian,0,38
866,831,PRON,case,NOUN,bulgarian,15,846
867,238,CONJ,cc,ADJ,bulgarian,28,348
868,1,ADV,cc,PART,bulgarian,3,0
869,15,PROPN,discourse,PROPN,bulgarian,0,44
870,6,ADV,nsubjpass,VERB,bulgarian,15,2
871,6,ADJ,nsubjpass,VERB,bulgarian,12,1
872,171,PROPN,iobj,VERB,bulgarian,53,347
873,42,PART,mwe,PRON,bulgarian,0,43
874,2,INTJ,mwe,ADV,bulgarian,0,4
875,5,DET,nsubjpass,VERB,bulgarian,38,1
876,4,VERB,dobj,VERB,bulgarian,0,14
877,4,INTJ,mwe,PART,bulgarian,0,4
878,1005,NOUN,cop,VERB,bulgarian,393,1742
879,2,NOUN,appos,PROPN,bulgarian,0,6
880,1,VERB,acl,PART,bulgarian,0,2
881,1,VERB,acl,CONJ,bulgarian,2,0
882,571,PUNCT,punct,ADJ,bulgarian,338,839
883,30,NUM,nummod,PROPN,bulgarian,8,42
884,5,CONJ,mwe,DET,bulgarian,0,5
885,211,ADP,mark,VERB,bulgarian,606,0
886,2,VERB,acl,ADV,bulgarian,3,5
887,8,DET,dobj,VERB,bulgarian,12,2
888,1,PART,neg,ADV,bulgarian,1,0
889,3,NUM,nummod,PRON,bulgarian,0,3
890,8,VERB,nmod,NOUN,bulgarian,0,40
891,2,VERB,conj,CONJ,bulgarian,1,7
892,27,ADV,advmod,PRON,bulgarian,32,5
893,19,ADV,advmod,DET,bulgarian,14,6
894,3,PRON,expl,NOUN,bulgarian,1,4
895,104,ADP,case,VERB,bulgarian,290,0
896,24,NOUN,appos,NOUN,bulgarian,11,89
897,48,CONJ,mwe,ADV,bulgarian,0,48
898,6,DET,nmod,NOUN,bulgarian,0,12
899,741,ADP,case,PRON,bulgarian,746,0
900,1,INTJ,neg,SCONJ,bulgarian,1,0
901,3,ADV,cc,ADV,bulgarian,1,4
902,1,VERB,conj,NUM,bulgarian,0,4
903,3,NOUN,nmod,INTJ,bulgarian,1,4
904,1,ADJ,nsubj,DET,bulgarian,0,3
905,24,NOUN,conj,ADJ,bulgarian,0,102
906,1,INTJ,neg,DET,bulgarian,1,0
907,114,ADJ,nsubj,VERB,bulgarian,280,20
908,23,PART,discourse,ADV,bulgarian,5,20
909,537,PROPN,conj,PROPN,bulgarian,0,3587
910,29,VERB,mwe,VERB,bulgarian,0,29
911,68,ADV,advmod,ADP,bulgarian,0,70
912,38,PUNCT,punct,PRON,bulgarian,16,44
913,78,NOUN,mwe,ADP,bulgarian,0,78
914,44,ADJ,nmod,VERB,bulgarian,65,87
915,11,ADP,case,ADV,bulgarian,13,0
916,1,PROPN,discourse,X,bulgarian,2,0
917,35,PART,root,ROOT,bulgarian,0,49
918,2,PRON,mwe,PART,bulgarian,0,2
919,318,NOUN,nmod,PROPN,bulgarian,7,1448
920,64,NUM,nmod,NOUN,bulgarian,72,10
921,2,INTJ,conj,VERB,bulgarian,0,14
922,13,ADJ,conj,NOUN,bulgarian,0,106
923,16,VERB,acl,ADJ,bulgarian,0,67
924,4,ADV,cc,VERB,bulgarian,10,4
925,97,PUNCT,punct,INTJ,bulgarian,23,95
926,1,ADP,conj,ADJ,bulgarian,0,2
927,7,VERB,conj,NOUN,bulgarian,0,52
928,1,DET,nmod,PRON,bulgarian,0,1
929,1,DET,conj,ADJ,bulgarian,0,2
930,1,PRON,advcl,VERB,bulgarian,2,0
931,2,PRON,nsubj,INTJ,bulgarian,5,0
932,304,PRON,case,ADJ,bulgarian,0,308
933,1,ADV,conj,PRON,bulgarian,0,4
934,2,VERB,conj,ADJ,bulgarian,0,7
935,250,ADJ,amod,PROPN,bulgarian,267,166
936,1,CONJ,cc,INTJ,bulgarian,4,0
937,15,ADJ,amod,VERB,bulgarian,87,14
938,3,PART,cc,VERB,bulgarian,7,19
939,1,NUM,mwe,ADV,bulgarian,0,1
940,7,DET,root,ROOT,bulgarian,0,13
941,600,PRON,iobj,VERB,bulgarian,532,386
942,6,PRON,expl,ADV,bulgarian,0,6
943,3827,NOUN,nmod,VERB,bulgarian,6612,10558
944,8,ADJ,conj,PROPN,bulgarian,0,82
945,60,VERB,acl,DET,bulgarian,12,254
946,5,VERB,acl,PRON,bulgarian,3,14
947,2,PRON,case,ADV,bulgarian,0,2
948,39,PROPN,conj,NOUN,bulgarian,0,245
949,34,VERB,ccomp,PART,bulgarian,0,121
950,6,PART,neg,NOUN,bulgarian,8,0
951,1494,CONJ,cc,VERB,bulgarian,1678,5971
952,2,NOUN,appos,ADV,bulgarian,0,7
953,5,ADV,nmod,VERB,bulgarian,13,2
954,3134,PART,aux,VERB,bulgarian,4454,0
955,12,NUM,nmod,VERB,bulgarian,11,29
956,78,PRON,mark,NOUN,croatian,289,0
957,337,VERB,advcl,VERB,croatian,943,2194
958,14,VERB,parataxis,ADV,croatian,0,208
959,14,VERB,advcl,ADV,croatian,8,110
960,1,PROPN,nummod,PROPN,croatian,1,0
961,11,ADJ,amod,PRON,croatian,4,8
962,23,NOUN,name,ADJ,croatian,0,31
963,1,PROPN,compound,ADP,croatian,0,1
964,1,VERB,nsubjpass,VERB,croatian,0,6
965,1,PROPN,xcomp,VERB,croatian,0,1
966,1,ADP,discourse,ADV,croatian,1,0
967,4,ADJ,conj,PRON,croatian,0,48
968,12,NUM,nummod,ADJ,croatian,16,10
969,1,NOUN,nsubj,ADV,croatian,0,2
970,1,PROPN,parataxis,PRON,croatian,2,0
971,4,X,conj,X,croatian,0,45
972,35,PROPN,amod,NOUN,croatian,39,8
973,9,ADP,aux,NOUN,croatian,12,0
974,9,NUM,nsubj,VERB,croatian,13,4
975,56,ADV,discourse,NOUN,croatian,232,7
976,34,PRON,nmod,ADJ,croatian,56,39
977,13,PUNCT,cc,NUM,croatian,0,15
978,29,ADV,acl,NOUN,croatian,0,86
979,16,PART,neg,NOUN,croatian,31,0
980,3,ADV,discourse,NUM,croatian,3,0
981,4,PART,discourse,PRON,croatian,5,1
982,2,AUX,nmod,NOUN,croatian,0,3
983,1,PRON,advmod,NOUN,croatian,2,0
984,215,NOUN,parataxis,NOUN,croatian,70,711
985,785,ADV,advmod,VERB,croatian,1192,173
986,1399,ADP,case,PROPN,croatian,1497,1
987,10,PROPN,parataxis,ADJ,croatian,52,12
988,2,PROPN,conj,PRON,croatian,0,8
989,1,NOUN,vocative,NOUN,croatian,1,0
990,32,PRON,nsubj,ADJ,croatian,82,1
991,17,ADJ,conj,NOUN,croatian,0,130
992,1,X,appos,X,croatian,0,1
993,8,VERB,xcomp,AUX,croatian,0,18
994,1,AUX,parataxis,VERB,croatian,0,5
995,9,NOUN,advcl,ADJ,croatian,9,74
996,2,CONJ,compound,NUM,croatian,0,2
997,1,ADV,remnant,VERB,croatian,0,3
998,3,NUM,name,PROPN,croatian,0,3
999,1,NUM,nmod,PROPN,croatian,0,2
1000,2,VERB,nsubj,VERB,croatian,0,2
1001,9,NOUN,name,NOUN,croatian,0,16
1002,13,AUX,case,VERB,croatian,15,6
1003,2,PART,det,ADJ,croatian,2,0
1004,2,NOUN,remnant,PRON,croatian,0,13
1005,11,ADJ,acl,PRON,croatian,0,41
1006,1,AUX,advcl,NOUN,croatian,11,0
1007,21,SCONJ,mark,AUX,croatian,62,0
1008,11,PUNCT,punct,CONJ,croatian,4,9
1009,1,SCONJ,mwe,NOUN,croatian,0,1
1010,19,PRON,compound,ADV,croatian,0,19
1011,1,PRON,compound,ADJ,croatian,0,2
1012,1,CONJ,mark,ADJ,croatian,2,0
1013,25,PROPN,name,NOUN,croatian,0,33
1014,2,ADV,compound,ADJ,croatian,1,2
1015,156,NOUN,dobj,ADV,croatian,9,281
1016,1,PROPN,xcomp,AUX,croatian,0,3
1017,110,NUM,compound,NOUN,croatian,102,12
1018,7,ADV,conj,NOUN,croatian,0,38
1019,33,NUM,remnant,NUM,croatian,37,98
1020,2,PROPN,nsubj,PROPN,croatian,14,0
1021,821,PUNCT,punct,PROPN,croatian,353,1804
1022,13,ADP,goeswith,ADV,croatian,13,0
1023,20,CONJ,discourse,ADJ,croatian,41,0
1024,3,ADJ,det,PROPN,croatian,5,0
1025,1,AUX,ccomp,AUX,croatian,0,4
1026,53,PART,mark,VERB,croatian,67,32
1027,1,NOUN,xcomp,ADV,croatian,0,2
1028,2,PRON,mwe,ADJ,croatian,3,2
1029,1,NOUN,ccomp,ADJ,croatian,0,6
1030,1,NOUN,nummod,ADV,croatian,2,0
1031,106,NOUN,nummod,NOUN,croatian,129,0
1032,11,NOUN,ccomp,ADV,croatian,0,68
1033,395,ADV,advmod,ADJ,croatian,560,39
1034,18,SCONJ,mark,ADV,croatian,59,0
1035,1,SCONJ,cc,X,croatian,0,2
1036,1,CONJ,case,NOUN,croatian,1,0
1037,1,ADJ,parataxis,PROPN,croatian,0,3
1038,2,VERB,aux,NOUN,croatian,10,0
1039,13,PART,neg,ADJ,croatian,23,0
1040,2,NOUN,nmod,PUNCT,croatian,0,3
1041,2,ADP,compound,ADV,croatian,0,2
1042,1,NOUN,mwe,SCONJ,croatian,1,0
1043,3,NUM,advmod,NOUN,croatian,0,8
1044,4,NOUN,dobj,AUX,croatian,1,4
1045,1,SCONJ,discourse,ADV,croatian,1,0
1046,1,ADP,discourse,NOUN,croatian,2,0
1047,28,CONJ,cc,NUM,croatian,0,60
1048,1,VERB,nsubjpass,ADV,croatian,0,1
1049,1,CONJ,advmod,ADJ,croatian,3,0
1050,140,PROPN,dobj,VERB,croatian,50,173
1051,7,ADV,mwe,ADP,croatian,1,6
1052,1,ADP,advmod,VERB,croatian,2,0
1053,45,PROPN,parataxis,NOUN,croatian,26,146
1054,61,NOUN,nmod,PROPN,croatian,25,191
1055,1,CONJ,cc,PART,croatian,0,3
1056,1,NOUN,remnant,ADJ,croatian,0,3
1057,32,NOUN,advcl,VERB,croatian,84,275
1058,9,PROPN,compound,X,croatian,2,7
1059,2,ADJ,nmod,PRON,croatian,0,4
1060,1,NOUN,xcomp,ADJ,croatian,0,1
1061,1,ADJ,dobj,ADJ,croatian,0,3
1062,144,SCONJ,mark,NOUN,croatian,802,12
1063,2,VERB,conj,PROPN,croatian,0,5
1064,2,VERB,compound,ADJ,croatian,0,6
1065,44,ADJ,nsubj,VERB,croatian,118,9
1066,1141,CONJ,cc,NOUN,croatian,0,3786
1067,7,NOUN,iobj,ADV,croatian,0,15
1068,2,ADJ,csubj,NOUN,croatian,0,28
1069,3,NUM,amod,ADJ,croatian,7,0
1070,1,NOUN,mwe,NOUN,croatian,0,1
1071,2,ADP,discourse,NUM,croatian,2,0
1072,1,ADP,appos,NOUN,croatian,0,2
1073,91,NOUN,conj,PROPN,croatian,0,575
1074,3,ADJ,nummod,ADJ,croatian,3,0
1075,1,ADP,compound,ADP,croatian,0,2
1076,2,PROPN,nsubj,ADV,croatian,3,0
1077,45,NOUN,amod,NOUN,croatian,45,6
1078,9,ADV,case,PROPN,croatian,11,0
1079,13,AUX,acl,NOUN,croatian,0,66
1080,36,PROPN,nsubj,ADJ,croatian,91,8
1081,14,ADV,mark,NOUN,croatian,70,0
1082,23,CONJ,discourse,VERB,croatian,48,2
1083,408,NOUN,nsubjpass,ADJ,croatian,1181,376
1084,6399,ADP,case,NOUN,croatian,9577,0
1085,3,ADV,nmod,ADJ,croatian,3,4
1086,10,ADP,mwe,ADV,croatian,7,3
1087,1,PRON,det,NUM,croatian,1,0
1088,7,X,case,PROPN,croatian,7,0
1089,2,PART,mwe,PRON,croatian,2,0
1090,1,ADP,mark,AUX,croatian,9,0
1091,3,ADV,appos,NOUN,croatian,0,3
1092,2,CONJ,discourse,CONJ,croatian,2,0
1093,18,PROPN,name,ADJ,croatian,0,20
1094,3,VERB,parataxis,PROPN,croatian,0,27
1095,13,ADV,mwe,ADV,croatian,0,13
1096,5,PART,neg,AUX,croatian,5,0
1097,7,CONJ,discourse,ADP,croatian,7,0
1098,13,SCONJ,mwe,ADP,croatian,1,19
1099,3,PART,neg,PROPN,croatian,6,0
1100,1,VERB,parataxis,PART,croatian,0,8
1101,2,PRON,mark,NUM,croatian,9,0
1102,24,NOUN,remnant,NOUN,croatian,0,193
1103,2,AUX,advcl,ADJ,croatian,0,17
1104,2,PUNCT,goeswith,NUM,croatian,0,2
1105,8,PART,neg,ADV,croatian,10,0
1106,10,AUX,aux,PROPN,croatian,37,0
1107,1,ADJ,cc,NOUN,croatian,1,0
1108,1,VERB,acl,VERB,croatian,0,13
1109,5,AUX,cop,VERB,croatian,9,1
1110,1,AUX,acl,PRON,croatian,0,3
1111,9,PRON,mwe,ADV,croatian,0,10
1112,3,ADV,nmod,NOUN,croatian,0,18
1113,3,AUX,aux,PRON,croatian,1,2
1114,23,PRON,discourse,VERB,croatian,65,7
1115,25,ADJ,amod,ADJ,croatian,29,5
1116,9,ADJ,name,ADJ,croatian,0,9
1117,3,PROPN,nsubj,AUX,croatian,0,3
1118,1,ADV,advmod,PART,croatian,1,0
1119,1,NOUN,remnant,X,croatian,0,8
1120,58,VERB,acl,PROPN,croatian,0,305
1121,1,ADV,dep,VERB,croatian,2,0
1122,8,NOUN,conj,PRON,croatian,0,44
1123,4,AUX,compound,ADJ,croatian,1,3
1124,1,NOUN,appos,VERB,croatian,0,4
1125,331,CONJ,cc,ADJ,croatian,0,992
1126,1,X,dobj,ADV,croatian,0,4
